YEAR,DATE,PLANE,DEP,DES,DYLAND,NILAND,APPR,HOURS,NIGHT,IFR,GAD,CFI,STDNT,DUAL,PIC,SIC,SFTY,,,,,
1994,919,N5973J,BRL,I75,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1994,919,N5973J,I75,TOP,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1994,919,N5973J,TOP,DVN,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
1994,920,N5973J,DVN,MWO,1,0,0,25,0,0,0,0,0,0,25,0,0,,,,,
1994,923,N5973J,MWO,MWO,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1994,926,N5973J,MWO,MWO,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1994,1016,N5973J,MWO,MWO,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
1994,1019,N5973J,MWO,MWO,1,0,0,18,0,17,0,0,0,0,18,0,0,,,,,
1994,1020,N5973J,MWO,MWO,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1994,1123,N5973J,MWO,DVN,1,0,0,28,0,0,0,0,0,0,28,0,0,,,,,
1994,1123,N5973J,DVN,GLY,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
1994,1123,N5973J,GLY,TUL,0,1,0,17,17,0,0,0,0,0,17,0,0,,,,,
1994,1126,N5973J,TUL,DCY,1,0,0,32,0,29,0,0,0,0,32,0,0,,,,,
1994,1126,N5973J,DCY,MWO,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1994,1220,N5973J,MWO,SPA,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
1994,1220,N5973J,SPA,MGY,0,1,0,23,18,0,0,0,0,0,23,0,0,,,,,
1994,1220,N5973J,MGY,MWO,0,1,0,2,2,0,0,0,0,0,2,0,0,,,,,
1994,1229,N5973J,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1994,1229,N5973J,MWO,SPA,1,0,0,23,0,18,0,0,0,0,23,0,0,,,,,
1994,1229,N5973J,SPA,SPA,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1994,1229,N5973J,SPA,MWO,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
1995,104,N8413C,MWO,MWO,1,0,0,14,0,0,0,14,6,0,14,0,0,,,,,
1995,112,N8413C,MWO,MWO,1,0,0,16,0,0,0,16,6,0,16,0,0,,,,,
1995,215,N5973J,MWO,MWO,1,0,0,17,0,15,0,17,6,0,17,0,0,,,,,
1995,220,N5973J,MWO,MIE,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1995,220,N5973J,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1995,315,N5973J,MWO,RID,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,315,N5973J,RID,MIE,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,315,N5973J,MIE,RID,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,315,N5973J,RID,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,319,N5973J,MWO,DKX,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
1995,319,N5973J,DKX,GKT,0,1,0,3,3,0,0,0,0,0,3,0,0,,,,,
1995,322,N5973J,GKT,MWO,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1995,331,N5973J,MWO,MOR,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
1995,331,N5973J,MOR,MWO,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1995,413,N8413C,MWO,RID,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1995,413,N8413C,RID,DVN,1,0,0,31,0,0,0,0,0,0,31,0,0,,,,,
1995,413,N8413C,DVN,RID,1,0,0,21,0,0,0,0,0,0,21,0,0,,,,,
1995,413,N8413C,RID,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1995,417,N8413C,MWO,RID,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,417,N8413C,RID,DVN,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1995,418,N8413C,DVN,MWO,1,0,0,29,0,20,0,0,0,0,29,0,0,,,,,
1995,508,VRCIS,MWCR,MWCR,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,510,VRCIS,MWCR,MWCB,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1995,510,VRCIS,MWCB,MWLC,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,510,VRCIS,MWLC,MWCR,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1995,525,N5973J,MWO,MWO,1,0,0,19,0,18,0,0,0,0,19,0,0,,,,,
1995,531,N5973J,MWO,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1995,531,N5973J,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1995,609,N5973J,MWO,DVN,1,0,0,30,0,21,0,0,0,0,30,0,0,,,,,
1995,609,N5973J,DVN,RID,1,0,0,20,0,11,0,0,0,0,20,0,0,,,,,
1995,609,N5973J,RID,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1995,611,N5973J,MWO,RID,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1995,611,N5973J,RID,DVN,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
1995,611,N5973J,RID,MWO,0,1,0,24,19,9,0,0,0,0,24,0,0,,,,,
1995,621,N8413C,MWO,JQF,1,0,0,31,0,14,0,0,0,0,31,0,0,,,,,
1995,624,N8413C,JQF,MWO,1,0,0,29,0,17,0,0,0,0,29,0,0,,,,,
1995,627,N5973J,MWO,MLI,1,0,0,25,0,19,0,0,0,0,25,0,0,,,,,
1995,628,N5973J,MLI,MWO,1,0,0,25,0,21,0,0,0,0,25,0,0,,,,,
1995,701,N8413C,MWO,JHW,1,0,0,23,0,18,0,0,0,0,23,0,0,,,,,
1995,701,N8413C,JHW,SLK,1,0,0,23,0,21,0,0,0,0,23,0,0,,,,,
1995,704,N8413C,SLK,LKP,1,0,0,7,0,0,0,7,2,0,7,0,0,,,,,
1995,706,N8413C,LKP,IAG,0,1,0,26,21,14,0,0,0,0,26,0,0,,,,,
1995,708,N8413C,IAG,DLZ,1,0,0,23,0,13,0,0,0,0,23,0,0,,,,,
1995,708,N8413C,DLZ,MWO,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1995,720,N5973J,MWO,JAU,1,0,0,18,0,0,0,0,0,0,18,0,0,,,,,
1995,720,N5973J,JAU,TN44,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1995,721,N5973J,TN44,MWO,1,0,0,18,0,0,0,0,0,0,18,0,0,,,,,
1995,731,N5973J,MWO,CDI,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1995,731,N5973J,CDI,MWO,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1995,804,N5973J,MWO,SPA,1,0,0,26,0,7,0,0,0,0,26,0,0,,,,,
1995,804,N5973J,SPA,MGY,1,0,0,24,0,5,0,0,0,0,24,0,0,,,,,
1995,804,N5973J,MGY,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1995,818,N5285V,MWO,SGH,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1995,818,N5285V,SGH,BWI,1,0,0,31,0,17,0,0,0,0,31,0,0,,,,,
1995,818,N5285V,BWI,N76,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1995,818,N5285V,N76,P53,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1995,818,N5285V,P53,SGH,0,1,0,15,13,0,0,0,0,0,15,0,0,,,,,
1995,818,N5285V,SGH,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
1995,826,N6066H,MWO,MWO,1,0,0,7,0,0,0,7,33,0,7,0,0,,,,,
1995,829,N6066H,MWO,MWO,1,0,0,9,0,0,0,9,32,0,9,0,0,,,,,
1995,829,N6066H,MWO,MWO,1,0,0,6,0,0,0,6,5,0,6,0,0,,,,,
1995,829,N6066H,MWO,MWO,1,0,0,8,0,0,0,8,34,0,8,0,0,,,,,
1995,829,N6066H,MWO,MWO,1,0,0,4,0,0,0,4,35,0,4,0,0,,,,,
1995,910,N8413C,MWO,MWO,1,0,0,5,0,0,0,5,36,0,5,0,0,,,,,
1995,914,N8413C,MWO,I19,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1995,914,N8413C,I19,3W2,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
1995,914,N8413C,3W2,I19,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1995,914,N8413C,I19,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1995,928,N8413C,MWO,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1995,929,N8413C,MWO,FAM,1,0,0,27,0,9,0,0,0,0,27,0,0,,,,,
1995,929,N8413C,FAM,TUL,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
1995,930,N8413C,TUL,ELK,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
1995,930,N8413C,ELK,TDW,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1995,930,N8413C,TDW,AEG,1,0,0,25,0,0,0,0,0,0,25,0,0,,,,,
1995,930,N8413C,AEG,GUP,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1995,930,N8413C,GUP,PGA,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1995,1004,N8413C,PGA,GCN,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1995,1005,N8413C,GCN,LAS,1,0,0,19,0,0,0,0,0,0,19,0,0,,,,,
1995,1005,N8413C,LAS,L06,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1995,1005,N8413C,L06,L09,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1995,1008,N8413C,L09,LAS,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
1995,1008,N8413C,LAS,RYN,1,0,0,31,0,0,0,0,0,0,31,0,0,,,,,
1995,1010,N8413C,RYN,ALM,1,0,0,28,0,0,0,0,0,0,28,0,0,,,,,
1995,1011,N8413C,ALM,CNM,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1995,1013,N8413C,CNM,HBR,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1995,1013,N8413C,HBR,TUL,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1995,1014,N8413C,TUL,MVN,1,0,0,31,0,0,0,0,0,0,31,0,0,,,,,
1995,1014,N8413C,MVN,MWO,1,0,0,17,0,1,0,0,0,0,17,0,0,,,,,
1995,1020,N5973J,MWO,DVN,1,0,0,31,0,25,0,0,0,0,31,0,0,,,,,
1995,1020,N5973J,DVN,MWO,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
1995,1022,N5973J,MWO,DVN,0,1,0,24,24,0,0,0,0,0,24,0,0,,,,,
1995,1023,N5973J,DVN,LAF,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1995,1023,N5973J,LAF,MWO,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1995,1101,N5973J,MWO,MWO,1,0,0,11,0,0,0,0,0,11,11,0,0,,,,,
1995,1124,N6066H,MWO,MWO,1,0,0,8,0,0,0,8,2,0,8,0,0,,,,,
1995,1124,N6066H,MWO,MWO,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1995,1124,N6066H,MWO,MIE,1,0,0,8,0,0,0,8,2,0,8,0,0,,,,,
1995,1124,N6066H,MIE,MWO,0,1,0,7,7,0,0,7,2,0,7,0,0,,,,,
1995,1211,N5973J,MWO,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1995,1211,N5973J,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1996,210,N5973J,MWO,MWO,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1996,220,N5973J,MWO,MWO,1,0,0,15,0,12,2,0,0,15,15,0,0,,,,,
1996,318,N84489,HNL,HNL,1,0,0,8,0,0,0,0,0,8,8,0,0,,,,,
1996,319,N2981U,OGG,MKK,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1996,319,N2981U,MKK,LNY,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1996,319,N2981U,LNY,OGG,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1996,320,N2981U,OGG,HNM,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1996,320,N2981U,HNM,OGG,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1996,321,N2981U,OGG,ONA,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1996,322,N2981U,ONA,ITO,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
1996,322,N2981U,ITO,ITO,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1996,324,N2981U,ITO,ITO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1996,324,N2981U,ITO,ITO,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1996,324,N2981U,ITO,ITO,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1996,325,N2981U,ITO,OGG,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1996,325,N2981U,OGG,LIH,1,0,0,24,0,0,0,0,0,0,24,0,0,,,,,
1996,325,N2981U,LIH,LIH,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1996,325,N2981U,LIH,HNL,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1996,421,N5973J,MWO,MWO,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1996,509,N5973J,MWO,MLI,1,0,0,30,0,0,0,0,0,0,30,0,0,,,,,
1996,513,N5973J,MLI,MWO,1,0,0,27,0,23,0,0,0,0,27,0,0,,,,,
1996,523,N8413C,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1996,523,N8413C,MWO,MIE,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
1996,523,N8413C,MIE,MLI,1,0,0,27,0,18,0,0,0,0,27,0,0,,,,,
1996,523,N8413C,MLI,SGH,0,1,0,24,17,20,0,0,0,0,24,0,0,,,,,
1996,620,N5973J,MWO,DVN,1,0,0,29,0,10,0,0,0,0,29,0,0,,,,,
1996,620,N5973J,DVN,MWO,1,0,0,24,0,0,0,0,0,0,24,0,0,,,,,
1996,623,N5973J,MWO,DVN,0,1,0,32,5,0,0,0,0,0,32,0,0,,,,,
1996,624,N5973J,DVN,MWO,1,0,0,23,0,1,0,0,0,0,23,0,0,,,,,
1996,628,N5973J,MWO,MNI,1,0,0,33,0,0,0,0,0,0,33,0,0,,,,,
1996,628,N5973J,MNI,SPA,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1996,628,N5973J,SPA,MGY,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1996,628,N5973J,MGY,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1996,715,N8413C,MWO,1G5,1,0,0,17,0,3,0,0,0,0,17,0,0,,,,,
1996,715,N732RF,1G5,1G5,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1996,715,N8413C,1G5,MWO,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1996,718,N8413C,MWO,JAU,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1996,720,N8413C,JAU,MWO,1,0,0,18,0,9,0,0,0,0,18,0,0,,,,,
1996,816,N8413C,MWO,JAU,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
1996,816,N8413C,JAU,MWO,0,1,0,19,19,10,0,0,0,0,19,0,0,,,,,
1996,817,N8413C,MWO,MWO,1,0,0,10,0,0,0,10,32,0,10,0,0,,,,,
1996,817,N8413C,MWO,RID,1,0,0,10,0,0,0,10,2,0,10,0,0,,,,,
1996,828,N8413C,MWO,DVN,1,0,0,28,0,15,0,0,0,0,28,0,0,,,,,
1996,828,N8413C,DVN,MLE,0,1,0,24,7,0,0,0,0,0,24,0,0,,,,,
1996,830,N8413C,MLE,DVN,1,0,0,20,0,2,0,0,0,0,20,0,0,,,,,
1996,903,N8413C,DVN,MIE,1,0,0,26,0,2,0,0,0,0,26,0,0,,,,,
1996,903,N8413C,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1996,916,N5973J,MWO,MWO,1,0,0,20,0,19,0,0,0,0,20,0,0,,,,,
1996,918,N321BL,F45,F45,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1996,1003,N321BL,MCO,F45,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1996,1003,N321BL,F45,MCO,0,1,0,11,11,0,0,0,0,0,11,0,0,,,,,
1996,1004,N321BL,MCO,55J,1,0,0,13,0,10,0,0,0,0,13,0,0,,,,,
1996,1005,N321BL,55J,MWO,1,0,0,38,0,7,0,0,0,0,38,0,0,,,,,
1996,1006,N321BL,MWO,CPS,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
1996,1006,N321BL,CPS,MWO,0,1,0,21,21,0,0,0,0,0,21,0,0,,,,,
1996,1007,N321BL,MWO,MIE,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1996,1007,N321BL,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1996,1008,N321BL,MWO,MCN,1,0,0,28,0,5,0,0,0,0,28,0,0,,,,,
1996,1008,N321BL,MCN,ISM,1,0,0,21,0,13,0,0,0,0,21,0,0,,,,,
1996,1014,N321BL,ISM,FFC,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1996,1015,N321BL,FFC,MWO,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1996,1019,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1996,1019,N321BL,SGH,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1996,1021,N321BL,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1996,1104,N321BL,MWO,MIE,0,1,0,6,6,0,0,0,0,0,6,0,0,,,,,
1996,1105,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1996,1105,N321BL,SGH,1G5,1,0,0,9,0,3,0,0,0,0,9,0,0,,,,,
1996,1105,N321BL,1G5,SGH,0,1,0,11,4,0,0,0,0,0,11,0,0,,,,,
1996,1105,N321BL,SGH,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
1996,1126,N321BL,MWO,SGH,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1996,1126,N321BL,SGH,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1996,1127,N321BL,MWO,DVN,0,1,0,26,10,10,0,0,0,0,26,0,0,,,,,
1996,1127,N321BL,DVN,TUL,0,1,0,35,35,1,0,0,0,0,35,0,0,,,,,
1996,1128,N321BL,TUL,TUL,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1996,1201,N321BL,TUL,MHL,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
1996,1201,N321BL,MHL,DVN,0,1,0,14,9,1,0,0,0,0,14,0,0,,,,,
1996,1202,N321BL,DVN,MWO,1,0,0,19,0,0,0,0,0,0,19,0,0,,,,,
1996,1218,N321BL,MWO,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1996,1218,N321BL,MIE,MWO,1,0,0,6,0,1,0,0,0,0,6,0,0,,,,,
1996,1228,N321BL,MWO,DVN,1,0,0,27,0,25,0,0,0,0,27,0,0,,,,,
1996,1228,N321BL,DVN,MWO,1,0,0,20,0,16,0,0,0,0,20,0,0,,,,,
1996,1229,N8413C,MWO,MWO,1,0,0,18,0,15,0,18,2,0,18,0,0,,,,,
1997,106,N321BL,MWO,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1997,108,N321BL,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,123,SIMU1,MWO,MWO,1,0,0,10,0,0,0,10,37,0,10,0,0,,,,,
1997,129,SIMU1,MWO,MWO,1,0,0,12,0,0,0,12,37,0,12,0,0,,,,,
1997,129,N8413C,MWO,MWO,1,0,0,12,0,0,0,12,5,0,12,0,0,,,,,
1997,220,N5973J,MWO,2G3,1,0,0,16,0,7,0,0,0,0,16,0,0,,,,,
1997,220,N5973J,2G3,MWO,0,1,0,23,23,0,0,0,0,0,23,0,0,,,,,
1997,222,N5973J,MWO,DVN,1,0,0,29,0,1,0,0,0,0,29,0,0,,,,,
1997,223,N5973J,DVN,MLE,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
1997,223,N5973J,MLE,DVN,0,1,0,21,21,0,0,0,0,0,21,0,0,,,,,
1997,226,N5973J,DVN,MWO,1,0,0,27,0,22,0,0,0,0,27,0,0,,,,,
1997,305,N321BL,MIE,MIE,1,0,0,4,0,3,0,0,0,0,4,0,0,,,,,
1997,305,N321BL,MIE,MWO,1,0,0,7,0,6,0,0,0,0,7,0,0,,,,,
1997,327,N321BL,MWO,RID,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,327,N321BL,RID,MIE,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1997,327,N321BL,MIE,RID,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1997,327,N321BL,RID,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,330,N321BL,MWO,DVN,1,0,0,26,0,17,0,0,0,0,26,0,0,,,,,
1997,330,N321BL,DVN,MWO,1,0,0,16,0,7,0,0,0,0,16,0,0,,,,,
1997,404,N321BL,MWO,DVN,0,1,0,23,5,19,0,0,0,0,23,0,0,,,,,
1997,405,N321BL,DVN,MWO,1,0,0,23,0,18,0,0,0,0,23,0,0,,,,,
1997,414,N321BL,MWO,SGH,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1997,414,N321BL,SGH,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1997,414,N321BL,RID,MIE,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1997,414,N321BL,MIE,RID,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1997,414,N321BL,RID,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1997,414,N321BL,MWO,DVN,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1997,420,N911FC,OGG,OGG,1,0,0,4,0,0,0,0,0,4,4,0,0,,,,,
1997,420,N911FC,OGG,ITO,1,0,0,18,0,0,0,0,0,0,18,0,0,,,,,
1997,420,N911FC,ITO,ONA,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1997,420,N911FC,ONA,OGG,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1997,502,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,502,N321BL,SGH,BNA,1,0,0,29,0,2,0,0,0,0,29,0,0,,,,,
1997,503,N321BL,BNA,SGH,0,1,0,19,5,3,0,0,0,0,19,0,0,,,,,
1997,503,N321BL,SGH,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
1997,510,N321BL,MWO,MIE,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
1997,510,N321BL,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,523,N321BL,MWO,DVN,1,0,0,23,0,0,0,0,0,0,23,0,0,,,,,
1997,524,N321BL,DVN,DVN,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,524,N321BL,DVN,MWO,1,0,0,19,0,5,0,0,0,0,19,0,0,,,,,
1997,603,N321BL,MWO,FAM,1,0,0,24,0,22,0,0,0,0,24,0,0,,,,,
1997,603,N321BL,FAM,TUL,1,0,0,22,0,10,0,0,0,4,22,0,0,,,,,
1997,606,N321BL,TUL,FAM,1,0,0,21,0,10,0,0,0,0,21,0,0,,,,,
1997,606,N321BL,FAM,MWO,1,0,0,21,0,15,0,0,0,0,21,0,0,,,,,
1997,609,N321BL,MWO,MIE,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1997,613,N321BL,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,626,N321BL,MWO,OSU,1,0,0,6,0,3,0,0,0,0,6,0,0,,,,,
1997,626,N321BL,OSU,MWO,1,0,0,7,0,4,0,0,0,0,7,0,0,,,,,
1997,703,N321BL,MWO,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1997,703,N321BL,MWO,EZI,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1997,703,N321BL,EZI,MLE,1,0,0,25,0,0,0,0,0,0,25,0,0,,,,,
1997,703,N321BL,MLE,DVN,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1997,703,N321BL,DVN,MWO,1,0,0,17,0,0,0,0,0,0,17,0,0,,,,,
1997,707,N321BL,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,707,N8413C,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,805,N8413C,MWO,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1997,805,N321BL,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1997,808,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,808,N321BL,SGH,SMS,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1997,808,N321BL,SMS,SMS,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1997,808,N321BL,SMS,SGH,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1997,808,N321BL,SGH,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,814,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,814,N321BL,SGH,MNI,1,0,0,26,0,0,0,0,0,0,26,0,0,,,,,
1997,815,N321BL,MNI,SGH,0,1,0,32,5,5,0,0,0,0,32,0,0,,,,,
1997,815,N321BL,SGH,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
1997,818,N8413C,MWO,MWO,1,0,0,11,0,0,0,11,14,0,11,0,0,,,,,
1997,829,N8413C,MWO,DVN,1,0,0,28,0,0,0,0,0,0,28,0,0,,,,,
1997,829,N8413C,DVN,TUL,1,0,0,39,0,0,0,0,0,0,39,0,0,,,,,
1997,902,N8413C,TUL,DVN,0,1,0,34,10,0,0,0,0,0,34,0,0,,,,,
1997,902,N8413C,DVN,MWO,1,0,0,26,0,17,0,0,0,0,26,0,0,,,,,
1997,911,N321BL,MWO,MIE,1,0,0,7,0,5,0,0,0,0,7,0,0,,,,,
1997,1003,N321BL,MIE,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1997,1012,N321BL,MWO,MWO,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1997,1013,N321BL,MWO,MIE,1,0,0,6,0,3,0,0,0,0,6,0,0,,,,,
1997,1013,N321BL,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1997,1017,N321BL,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1997,1017,N321BL,SGH,1D2,1,0,0,14,0,9,0,0,0,0,14,0,0,,,,,
1997,1017,N321BL,1D2,SGH,1,0,0,14,0,1,0,0,0,0,14,0,0,,,,,
