YEAR,DATE,PLANE,DEP,DES,DYLAND,NILAND,APPR,HOURS,NIGHT,IFR,GAD,CFI,STDNT,DUAL,PIC,SIC,SFTY,,,,,
1987,1001,N400WB,2W6,DCA,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1987,1001,N400WB,DCA,2W6,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
1987,1002,N400WB,2W6,TGI,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1987,1002,N400WB,TGI,2W6,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1987,1002,N400WB,2W6,TGI,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1987,1002,N400WB,TGI,2W6,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1987,1002,N400WB,2W6,TGI,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1987,1002,N400WB,TGI,MWO,0,1,0,35,11,9,0,0,0,0,35,0,0,,,,,
1987,1006,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,11,0,8,0,0,,,,,
1987,1006,N400WB,MWO,MGY,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1987,1006,N400WB,MGY,MGY,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1987,1006,N400WB,MGY,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1987,1006,N8413C,MWO,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1987,1006,N8413C,MWO,MWO,0,1,0,11,11,0,0,11,14,0,11,0,0,,,,,
1987,1007,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,11,0,8,0,0,,,,,
1987,1007,N5195L,MWO,MWO,1,0,0,6,0,0,0,6,12,0,6,0,0,,,,,
1987,1011,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,2,0,8,0,0,,,,,
1987,1011,N5195L,RID,RID,1,0,0,4,0,0,4,0,0,0,4,0,0,,,,,
1987,1012,N5195L,MWO,MWO,1,0,0,6,0,0,0,6,12,0,6,0,0,,,,,
1987,1012,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,12,0,8,0,0,,,,,
1987,1016,N400WB,MWO,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1987,1017,N400WB,MWO,BKL,1,0,0,14,0,2,0,14,6,0,14,0,0,,,,,
1987,1017,N400WB,BKL,MWO,1,0,0,16,0,0,0,16,6,0,16,0,0,,,,,
1987,1019,N400WB,MWO,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1987,1019,N400WB,MWO,BKL,1,0,0,15,0,0,0,15,6,0,15,0,0,,,,,
1987,1019,N400WB,BKL,MWO,0,1,0,15,5,0,0,15,6,0,15,0,0,,,,,
1987,1022,N8413C,MWO,MWO,0,1,0,12,12,0,0,12,14,0,12,0,0,,,,,
1987,1023,N400WB,MWO,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1987,1023,N400WB,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1987,1023,N8413C,MWO,MWO,0,1,0,12,5,0,0,12,14,0,12,0,0,,,,,
1987,1026,N400WB,MWO,GKT,1,0,0,19,0,0,0,19,2,0,19,0,0,,,,,
1987,1027,N400WB,GKT,MWO,0,1,0,19,19,10,0,0,0,0,19,0,0,,,,,
1987,1028,N5195L,MWO,CMH,1,0,0,9,0,0,0,9,12,0,9,0,0,,,,,
1987,1028,N5195L,CMH,MWO,1,0,0,11,0,0,0,11,12,0,11,0,0,,,,,
1987,1030,N5195L,MWO,3W2,1,0,0,15,0,0,0,15,11,0,15,0,0,,,,,
1987,1030,N5195L,3W2,CMH,1,0,0,12,0,0,0,12,11,0,12,0,0,,,,,
1987,1030,N5195L,CMH,MWO,1,0,0,9,0,0,0,9,11,0,9,0,0,,,,,
1987,1031,N8413C,MIE,MWO,1,0,0,5,0,0,0,5,2,0,5,0,0,,,,,
1987,1102,N400WB,MWO,DNL,1,0,0,27,0,0,0,0,0,0,27,0,0,,,,,
1987,1103,N400WB,DNL,AGS,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1987,1103,N400WB,AGS,DNL,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1987,1103,N400WB,DNL,FPR,1,0,0,28,0,15,0,0,0,0,28,0,0,,,,,
1987,1103,N400WB,FPR,MYGF,1,0,0,11,0,2,0,0,0,0,11,0,0,,,,,
1987,1107,N400WB,MYGF,FPR,1,0,0,9,0,1,0,0,0,0,9,0,0,,,,,
1987,1107,N400WB,FPR,ORL,1,0,0,8,0,1,0,0,0,0,8,0,0,,,,,
1987,1108,N400WB,ORL,ORL,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1987,1108,N400WB,ORL,LOZ,1,0,0,33,0,0,0,0,0,0,33,0,0,,,,,
1987,1108,N400WB,LOZ,MWO,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1987,1109,N8413C,MWO,MWO,0,1,0,10,10,0,0,10,14,0,10,0,0,,,,,
1987,1110,N8413C,MWO,MWO,0,1,0,11,11,0,0,11,14,0,11,0,0,,,,,
1987,1110,N8413C,MWO,CVG,0,1,0,6,6,0,0,0,0,0,6,0,0,,,,,
1987,1110,N8413C,CVG,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
1987,1112,N400WB,MWO,CRW,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1987,1112,N400WB,CRW,CRW,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1987,1113,N400WB,CRW,MWO,0,1,0,15,5,0,0,0,0,0,15,0,0,,,,,
1987,1115,N400WB,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1987,1115,N400WB,SGH,SGH,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1987,1115,N400WB,SGH,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1987,1119,N400WB,MWO,ASW,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1987,1119,N400WB,ASW,3I6,1,0,0,18,0,0,0,0,0,0,18,0,0,,,,,
1987,1119,N400WB,3I6,MWO,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1987,1119,N8413C,MWO,MWO,0,1,0,14,14,0,0,14,14,0,14,0,0,,,,,
1987,1120,N400WB,MWO,FDY,1,0,0,9,0,7,0,0,0,0,9,0,0,,,,,
1987,1120,N400WB,FDY,7D5,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1987,1120,N400WB,7D5,MWO,1,0,0,9,0,6,0,0,0,0,9,0,0,,,,,
1987,1123,N400WB,MWO,MGY,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1987,1123,N8413C,MWO,MWO,0,1,0,14,14,0,0,14,14,0,14,0,0,,,,,
1987,1127,N400WB,MGY,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1987,1202,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,12,0,8,0,0,,,,,
1987,1202,N400WB,MWO,OSU,1,0,0,9,0,6,0,0,0,0,9,0,0,,,,,
1987,1202,N400WB,OSU,MWO,1,0,0,8,0,5,0,0,0,0,8,0,0,,,,,
1987,1204,N400WB,MWO,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1987,1207,N8413C,MWO,ASW,1,0,0,10,0,3,0,0,0,0,10,0,0,,,,,
1987,1207,N8413C,ASW,MWO,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1987,1208,N8413C,MWO,MWO,0,1,0,18,18,0,0,18,14,0,18,0,0,,,,,
1987,1210,N8413C,MWO,MWO,0,1,0,16,16,0,0,16,14,0,16,0,0,,,,,
1987,1219,N8413C,MWO,MWO,1,0,0,21,0,0,0,21,14,0,21,0,0,,,,,
1987,1223,N8413C,MWO,MIE,0,1,0,7,7,0,0,0,0,0,7,0,0,,,,,
1987,1223,N400WB,MIE,MWO,0,1,0,8,8,0,0,0,0,0,8,0,0,,,,,
1987,1226,N400WB,MWO,MWO,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
1987,1228,N400WB,MWO,I73,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1987,1228,N400WB,I73,LCI,1,0,0,30,0,25,0,0,0,0,30,0,0,,,,,
1987,1230,N400WB,LCI,BED,0,1,0,6,6,0,0,0,0,0,6,0,0,,,,,
1987,1231,N400WB,BED,DUJ,1,0,0,35,0,24,0,0,0,0,35,0,0,,,,,
1987,1231,N400WB,DUJ,MWO,0,1,0,33,5,32,0,0,0,0,33,0,0,,,,,
1988,104,N400WB,MWO,CVG,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1988,104,N400WB,CVG,MWO,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1988,104,N400WB,MWO,MGY,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1988,105,N8413C,MWO,MWO,0,1,0,15,15,0,0,15,14,0,15,0,0,,,,,
1988,108,N400WB,MWO,IRK,1,0,0,30,0,3,0,0,0,0,30,0,0,,,,,
1988,108,N400WB,IRK,MCK,1,0,0,28,0,0,0,0,0,0,28,0,0,,,,,
1988,108,N400WB,MCK,EGE,1,0,0,22,0,5,0,0,0,0,22,0,0,,,,,
1988,115,N400WB,EGE,IRK,1,0,0,35,0,0,0,0,0,0,35,0,0,,,,,
1988,115,N400WB,IRK,MGY,0,1,0,21,7,0,0,0,0,0,21,0,0,,,,,
1988,116,N5195L,MWO,MIE,1,0,0,9,0,0,0,9,12,0,9,0,0,,,,,
1988,116,N5195L,MIE,MWO,1,0,0,8,0,0,0,8,12,0,8,0,0,,,,,
1988,116,N5195L,MWO,MWO,1,0,0,4,0,0,0,4,12,0,4,0,0,,,,,
1988,117,N400WB,MGY,MWO,0,1,0,3,3,0,0,3,2,0,3,0,0,,,,,
1988,121,N8413C,MWO,MWO,0,1,0,11,11,0,0,11,14,0,11,0,0,,,,,
1988,126,N3779M,MWO,MWO,1,0,0,5,0,3,0,5,15,0,5,0,0,,,,,
1988,127,N8413C,MWO,MWO,0,1,0,21,21,0,0,21,14,0,21,0,0,,,,,
1988,127,N5195L,MWO,MWO,1,0,0,9,0,0,0,9,4,0,9,0,0,,,,,
1988,128,N8413C,MWO,MWO,1,0,0,16,0,0,3,13,4,0,16,0,0,,,,,
1988,129,N400WB,MWO,CRW,1,0,0,11,0,0,0,0,0,0,11,0,0,,,,,
1988,130,N400WB,CRW,MWO,0,1,0,15,15,0,0,0,0,0,15,0,0,,,,,
1988,201,N8413C,MWO,MWO,0,1,0,21,21,20,0,21,14,0,21,0,0,,,,,
1988,204,N5195L,MWO,MWO,0,1,0,17,17,0,0,17,11,0,17,0,0,,,,,
1988,208,N400WB,MWO,SHD,1,0,0,18,0,6,0,0,0,0,18,0,0,,,,,
1988,209,N400WB,SHD,MWO,0,1,0,24,4,20,0,0,0,0,24,0,0,,,,,
1988,211,N400WB,MWO,CRW,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
1988,211,N400WB,CRW,W45,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1988,211,N400WB,W45,SHD,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,211,N400WB,SHD,CRW,1,0,0,11,0,5,0,0,0,0,11,0,0,,,,,
1988,211,N400WB,CRW,MWO,0,1,0,14,3,10,0,0,0,0,14,0,0,,,,,
1988,213,N8413C,MWO,MWO,1,0,0,17,0,0,0,17,14,0,17,0,0,,,,,
1988,216,N5195L,MWO,MWO,0,1,0,18,18,0,0,18,14,0,18,0,0,,,,,
1988,218,N8413C,MWO,MWO,0,1,0,13,13,0,0,13,14,0,13,0,0,,,,,
1988,219,N400WB,MWO,EKN,1,0,0,17,0,14,0,10,6,0,17,0,0,,,,,
1988,222,N400WB,EKN,MWO,0,1,0,24,24,0,0,0,0,0,24,0,0,,,,,
1988,226,N5195L,MWO,MWO,0,1,0,14,14,0,0,14,14,0,14,0,0,,,,,
1988,229,N3779M,MWO,MWO,1,0,0,8,0,0,0,8,15,0,8,0,0,,,,,
1988,301,N5195L,MWO,MWO,1,0,0,9,0,0,0,9,14,0,9,0,0,,,,,
1988,302,N400WB,MWO,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1988,302,N400WB,SGH,CRW,1,0,0,11,0,4,0,0,0,0,11,0,0,,,,,
1988,302,N400WB,CRW,SGH,1,0,0,13,0,9,0,0,0,0,13,0,0,,,,,
1988,302,N400WB,SGH,MWO,1,0,0,4,0,3,0,0,0,0,4,0,0,,,,,
1988,305,N8413C,MWO,MWO,1,0,0,20,0,0,0,20,14,0,20,0,0,,,,,
1988,307,N8413C,MWO,MWO,0,1,0,18,18,0,0,18,14,0,18,0,0,,,,,
1988,308,N8413C,MWO,MWO,0,1,0,11,11,0,0,11,14,0,11,0,0,,,,,
1988,317,N400WB,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,317,N400WB,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,319,N3779M,MWO,MWO,1,0,0,20,0,0,0,20,15,0,20,0,0,,,,,
1988,321,N400WB,MWO,RVS,1,0,0,43,0,0,0,0,0,0,43,0,0,,,,,
1988,323,N400WB,RVS,BUM,1,0,0,13,0,10,0,0,0,0,13,0,0,,,,,
1988,323,N400WB,BUM,MWO,0,1,0,26,13,21,0,0,0,0,26,0,0,,,,,
1988,403,N400WB,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,408,N3779M,MWO,BFD,1,0,0,30,0,13,0,30,15,0,30,0,0,,,,,
1988,408,N3779M,BFD,5B5,1,0,0,30,0,29,0,30,15,0,30,0,0,,,,,
1988,408,N3779M,5B5,MWO,0,1,0,43,7,30,0,43,15,0,43,0,0,,,,,
1988,413,N400WB,MGY,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,414,N400WB,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,414,N400WB,MGY,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,422,N400WB,MWO,DKX,1,0,0,16,0,0,0,0,0,0,16,0,0,,,,,
1988,423,N400WB,DKX,MCO,1,0,0,33,0,23,0,0,0,0,33,0,0,,,,,
1988,423,N400WB,MCO,ISM,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,430,N400WB,ISM,TOC,1,0,0,29,0,14,0,0,0,0,29,0,0,,,,,
1988,430,N400WB,TOC,MWO,1,0,0,23,0,1,0,0,0,0,23,0,0,,,,,
1988,502,N400WB,MWO,CRW,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1988,502,N400WB,CRW,MWO,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1988,503,N400WB,MWO,CYQG,1,0,0,18,0,2,0,0,0,0,18,0,0,,,,,
1988,503,N400WB,CYQG,DAY,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
1988,503,N400WB,DAY,I73,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1988,503,N400WB,I73,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1988,503,N5195L,MWO,MWO,1,0,0,11,0,0,0,11,16,0,11,0,0,,,,,
1988,503,N5195L,MWO,MWO,0,1,0,13,13,0,0,13,12,0,13,0,0,,,,,
1988,505,N5195L,MWO,MWO,1,0,0,11,0,0,0,11,16,0,11,0,0,,,,,
1988,509,N5195L,MWO,MWO,1,0,0,7,0,0,0,7,17,0,7,0,0,,,,,
1988,512,N5195L,MWO,MWO,1,0,0,11,0,0,0,11,16,0,11,0,0,,,,,
1988,513,N400WB,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,513,N400WB,MGY,MGY,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1988,513,N400WB,MGY,MIE,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1988,513,N400WB,MIE,MGY,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,513,N400WB,MGY,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,519,N5195L,MWO,MWO,1,0,0,7,0,0,0,7,16,0,7,0,0,,,,,
1988,519,N400WB,MWO,CVG,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1988,519,N400WB,CVG,CRW,1,0,0,14,0,11,0,0,0,0,14,0,0,,,,,
1988,520,N400WB,CRW,MWO,1,0,0,13,0,8,0,0,0,0,13,0,0,,,,,
1988,526,N5195L,MWO,MWO,1,0,0,10,0,0,0,10,16,0,10,0,0,,,,,
1988,528,N400WB,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,528,N400WB,MGY,SGH,1,0,0,4,0,0,0,0,0,0,4,0,0,,,,,
1988,528,N400WB,SGH,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,531,N5195L,MWO,MWO,1,0,0,9,0,0,0,9,16,0,9,0,0,,,,,
1988,601,N5195L,MWO,MWO,0,1,0,13,13,0,0,13,11,0,13,0,0,,,,,
1988,603,N400WB,MWO,BNA,1,0,0,16,0,1,0,0,0,0,16,0,0,,,,,
1988,603,N400WB,BNA,MWO,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
1988,603,N5195L,MWO,MWO,1,0,0,17,0,0,0,17,6,0,17,0,0,,,,,
1988,609,N5195L,MWO,MWO,1,0,0,11,0,0,0,11,16,0,11,0,0,,,,,
1988,609,N400WB,MWO,CVG,0,1,0,5,5,0,0,0,0,0,5,0,0,,,,,
1988,609,N400WB,CVG,MWO,0,1,0,5,5,0,0,0,0,0,5,0,0,,,,,
1988,610,N5195L,MWO,MWO,1,0,0,14,0,0,0,14,16,0,14,0,0,,,,,
1988,613,N400WB,MWO,MIE,1,0,0,6,0,0,0,6,2,0,6,0,0,,,,,
1988,613,N400WB,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,614,N5195L,MWO,MWO,0,1,0,18,7,0,0,18,6,0,18,0,0,,,,,
1988,621,N5195L,MWO,MWO,1,0,0,14,0,0,0,14,16,0,14,0,0,,,,,
1988,622,N400WB,MWO,MWO,1,0,0,22,0,0,0,0,0,0,22,0,0,,,,,
1988,623,N5195L,MWO,MWO,1,0,0,10,0,0,0,10,16,0,10,0,0,,,,,
1988,623,N400WB,MWO,RPB,0,1,0,42,9,0,0,0,0,0,42,0,0,,,,,
1988,624,N400WB,RPB,RPB,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,626,N400WB,RPB,RVS,1,0,0,18,0,0,0,0,0,0,18,0,0,,,,,
1988,628,N400WB,RVS,MWO,1,0,0,37,0,0,0,0,0,0,37,0,0,,,,,
1988,630,N8413C,MWO,MWO,1,0,0,28,0,0,0,28,17,0,28,0,0,,,,,
1988,630,N5195L,MWO,MWO,1,0,0,13,0,0,0,13,16,0,13,0,0,,,,,
1988,701,N5195L,MWO,MWO,1,0,0,14,0,0,0,14,16,0,14,0,0,,,,,
1988,705,N5195L,MWO,MWO,1,0,0,13,0,0,0,13,16,0,13,0,0,,,,,
1988,705,N5195L,MWO,OSU,0,1,0,7,7,0,0,7,12,0,7,0,0,,,,,
1988,705,N5195L,OSU,MWO,0,1,0,11,11,0,0,11,12,0,11,0,0,,,,,
1988,712,N5195L,MWO,MWO,1,0,0,14,0,0,0,14,16,0,14,0,0,,,,,
1988,714,N5195L,MWO,MWO,1,0,0,13,0,0,0,13,16,0,13,0,0,,,,,
1988,722,N8413C,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,722,N8413C,MGY,MIE,1,0,0,6,0,2,0,0,0,0,6,0,0,,,,,
1988,722,N8413C,MIE,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1988,726,N5195L,MWO,MWO,1,0,0,13,0,0,0,13,16,0,13,0,0,,,,,
1988,729,N8413C,MWO,MWO,1,0,0,18,0,0,0,18,17,0,18,0,0,,,,,
1988,802,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,16,0,8,0,0,,,,,
1988,804,N400WB,MWO,MIE,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,804,N7387E,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1988,809,N5195L,MWO,MWO,1,0,0,4,0,0,0,4,16,0,4,0,0,,,,,
1988,811,N400WB,MIE,MWO,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,816,N8413C,MWO,MWO,1,0,0,5,0,0,0,5,17,0,5,0,0,,,,,
1988,818,SIMU1,MWO,MWO,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1988,819,N400WB,MWO,MIE,1,0,0,8,0,0,0,8,2,0,8,0,0,,,,,
1988,819,N400WB,MIE,MWO,1,0,0,8,0,5,0,0,0,0,8,0,0,,,,,
1988,824,N8413C,MIE,MWO,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1988,825,N5195L,MWO,MWO,1,0,0,9,0,0,0,9,16,0,9,0,0,,,,,
1988,828,SIMU1,MWO,MWO,1,0,0,5,0,0,0,0,0,0,5,0,0,,,,,
1988,830,N5195L,MWO,MWO,1,0,0,8,0,0,0,8,16,0,8,0,0,,,,,
1988,831,N5195L,MWO,MWO,1,0,0,11,0,0,0,11,11,0,11,0,0,,,,,
1988,831,N5195L,MWO,MWO,1,0,0,9,0,0,0,9,18,0,9,0,0,,,,,
1988,901,N5195L,MWO,MWO,1,0,0,16,0,0,0,16,11,0,16,0,0,,,,,
1988,901,SIMU1,MWO,MWO,1,0,0,12,0,0,0,12,19,0,12,0,0,,,,,
1988,902,N5195L,MWO,HTS,1,0,0,13,0,0,0,13,16,0,13,0,0,,,,,
1988,902,N5195L,HTS,CMH,1,0,0,13,0,0,0,13,16,0,13,0,0,,,,,
1988,902,N5195L,CMH,MWO,1,0,0,8,0,0,0,8,16,0,8,0,0,,,,,
1988,906,SIMU1,MWO,MWO,1,0,0,15,0,0,0,15,4,0,15,0,0,,,,,
1988,906,SIMU1,MWO,MWO,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1988,906,N400WB,MWO,MGY,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1988,908,SIMU1,MWO,MWO,1,0,0,10,0,0,0,10,14,0,10,0,0,,,,,
1988,914,N400WB,MGY,MWO,0,1,0,4,4,0,0,0,0,0,4,0,0,,,,,
1988,916,N400WB,MWO,IRK,1,0,0,33,0,12,0,0,0,0,33,0,0,,,,,
1988,916,N400WB,IRK,RPB,0,1,0,20,12,0,0,20,2,0,20,0,0,,,,,
1988,917,N400WB,RPB,LHX,1,0,0,24,0,0,0,0,0,0,24,0,0,,,,,
1988,917,N400WB,LHX,DRO,1,0,0,19,0,0,0,19,2,0,19,0,0,,,,,
1988,919,N400WB,DRO,BCE,1,0,0,20,0,0,0,0,0,0,20,0,0,,,,,
1988,919,N400WB,BCE,PGA,1,0,0,6,0,0,0,6,2,0,6,0,0,,,,,
1988,921,N400WB,PGA,PGA,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1988,921,N400WB,PGA,GCN,1,0,0,6,0,0,0,0,0,0,6,0,0,,,,,
1988,924,N400WB,GCN,VIS,1,0,0,25,0,0,0,25,2,0,25,0,0,,,,,
1988,926,N400WB,VIS,SJC,1,0,0,10,0,0,0,0,0,0,10,0,0,,,,,
1988,930,N400WB,SJC,VGT,1,0,0,25,0,0,0,25,2,0,25,0,0,,,,,
1988,930,N400WB,VGT,ABQ,1,0,0,29,0,0,0,0,0,0,29,0,0,,,,,
1988,1001,N400WB,ABQ,RVS,1,0,0,37,0,4,0,37,2,0,37,0,0,,,,,
1988,1002,N400WB,RVS,MWO,0,1,0,39,9,6,0,0,0,0,39,0,0,,,,,
1988,1003,N5195L,MWO,MWO,0,1,0,11,11,0,0,11,5,0,11,0,0,,,,,
1988,1004,N400WB,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,1005,SIMU1,MWO,MWO,1,0,0,8,0,0,0,8,15,0,8,0,0,,,,,
1988,1007,SIMU1,MWO,MWO,1,0,0,18,0,0,0,18,15,0,18,0,0,,,,,
1988,1018,N5195L,MWO,MWO,1,0,0,15,0,0,0,15,11,0,15,0,0,,,,,
1988,1019,SIMU1,MWO,MWO,1,0,0,7,0,0,0,7,5,0,7,0,0,,,,,
1988,1020,N400WB,MGY,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1988,1020,N5195L,MWO,MWO,1,0,0,11,0,0,0,11,11,0,11,0,0,,,,,
1988,1024,SIMU1,MWO,MWO,1,0,0,12,0,0,0,12,15,0,12,0,0,,,,,
1988,1027,N400WB,MWO,CRW,1,0,0,12,0,0,0,0,0,0,12,0,0,,,,,
1988,1028,N400WB,CRW,MWO,1,0,0,15,0,0,0,0,0,0,15,0,0,,,,,
1988,1031,N400WB,MWO,LOU,1,0,0,9,0,0,0,0,0,0,9,0,0,,,,,
1988,1031,N400WB,LOU,MWO,0,1,0,8,5,0,0,0,0,0,8,0,0,,,,,
1988,1103,N400WB,MWO,MIE,1,0,0,8,0,0,0,0,0,0,8,0,0,,,,,
1988,1103,N5195L,MIE,MIE,1,0,0,3,0,0,0,3,11,0,3,0,0,,,,,
1988,1103,N400WB,MIE,MWO,1,0,0,8,0,7,0,0,0,0,8,0,0,,,,,
1988,1106,N400WB,MWO,DTW,1,0,0,15,0,13,0,0,0,0,15,0,0,,,,,
1988,1107,N400WB,DTW,MWO,0,1,0,15,7,2,0,0,0,0,15,0,0,,,,,
1988,1111,N3779M,MWO,MWO,1,0,0,20,0,8,0,20,15,0,20,0,0,,,,,
1988,1120,N400WB,MWO,CRW,1,0,0,12,0,5,0,0,0,0,12,0,0,,,,,
1988,1120,N400WB,CRW,AHN,1,0,0,31,0,14,0,0,0,0,31,0,0,,,,,
1988,1120,N400WB,AHN,TLH,0,1,0,21,21,6,0,0,0,0,21,0,0,,,,,
1988,1121,N400WB,TLH,PFN,1,0,0,13,0,0,0,0,0,0,13,0,0,,,,,
1988,1121,N400WB,PFN,TLH,1,0,0,7,0,0,0,0,0,0,7,0,0,,,,,
1988,1122,N400WB,TLH,OCF,1,0,0,15,0,14,0,0,0,0,15,0,0,,,,,
1988,1124,N400WB,OCF,BGE,1,0,0,14,0,4,0,0,0,0,14,0,0,,,,,
1988,1124,N400WB,BGE,68J,0,1,0,5,5,0,0,0,0,0,5,0,0,,,,,
1988,1126,N400WB,68J,CRW,1,0,0,29,0,0,0,0,0,0,29,0,0,,,,,
1988,1126,N400WB,CRW,MWO,1,0,0,14,0,0,0,0,0,0,14,0,0,,,,,
1988,1202,N3779M,MWO,MWO,1,0,0,18,0,0,0,18,15,0,18,0,0,,,,,
1988,1205,N3779M,MWO,MWO,1,0,0,19,0,0,0,19,15,0,19,0,0,,,,,
1988,1205,SIMU1,MWO,MWO,1,0,0,13,0,0,0,13,14,0,13,0,0,,,,,
1988,1205,SIMU1,MWO,MWO,1,0,0,2,0,0,0,0,0,0,2,0,0,,,,,
1988,1206,N400WB,MWO,MGY,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
1988,1207,N3779M,MGY,CMH,1,0,0,10,0,6,0,10,15,0,10,0,0,,,,,
1988,1207,N3779M,CMH,MWO,1,0,0,9,0,0,0,9,15,0,9,0,0,,,,,
1988,1210,N5195L,MWO,MWO,1,0,0,19,0,0,0,19,6,0,19,0,0,,,,,
1988,1210,SIMU1,MWO,MWO,1,0,0,6,0,0,0,6,6,0,6,0,0,,,,,
1988,1212,N400WB,MGY,MWO,1,0,0,3,0,0,0,0,0,0,3,0,0,,,,,
